subj_id,assoc_recog_rate,FNRecall_acc_all,FNRecall_hit,FARate,FNRecall_dprime_all,FNRecog_acc_all,FNRecog_hit,FNRecog_dprime_all
2228,0.6145851424023117,0.7,0.6,0.15,1.28978049262959,0.92,0.966666666666667,2.8703480253097
2235,-0.09287144954105413,0.5,0.433333333333333,0.4,0.0854530983476944,0.78,0.9,1.5348986686804
2237,1.0488010254160811,0.7,0.7,0.3,1.04880102541608,0.88,1,2.57814942333986
2239,-0.16730346781425814,0.58,0.466666666666667,0.25,0.590838016288953,0.9,1,2.7282386608279
2241,1.230282209191947,0.72,0.633333333333333,0.15,1.37712821658159,0.86,0.866666666666667,2.14720500613058
2243,-0.1090378296962021,0.5,0.366666666666667,0.3,0.183705685620245,0.74,0.766666666666667,1.25231380358969
2244,0.7322127136011394,0.62,0.6,0.35,0.638667569543367,0.82,0.933333333333333,1.88640641245159
2249,0.7914505916289746,0.62,0.566666666666667,0.3,0.692294517496146,0.8,0.866666666666667,1.63517212934483
2250,-1.1656830145424324,0.22,0.233333333333333,0.8,-1.56953452445456,0.58,0.833333333333333,0.125800332528787
2253,0,0.52,0.366666666666667,0.25,0.333794923108286,0.74,0.733333333333333,1.29741547340617
2255,0.7914505916289746,0.68,0.566666666666667,0.15,1.2043273942819,0.86,0.866666666666667,2.14720500613058
2256,-0.36002473958541004,0.42,0.1,0.1,0,0.5,0.233333333333333,0.553638274662956
2259,2.524290353245616,0.88,0.866666666666667,0.1,2.39232318218139,0.94,0.966666666666667,3.11546620136051
2260,0.4597682351584642,0.6,0.433333333333333,0.15,0.868539384705684,0.78,0.733333333333333,1.65935911270388
2261,0.17928470215152503,0.5,0.5,0.5,0,0.76,0.933333333333333,1.50108594604402
2262,0.7322127136011394,0.64,0.6,0.3,0.77774761584384,0.84,0.933333333333333,2.02548645875207
2263,1.1903570666665555,0.68,0.7,0.35,0.909720979115608,0.84,0.966666666666667,2.21923510222348
2266,0.6813896541755908,0.52,0.633333333333333,0.65,-0.0446256393197723,0.74,1,1.66842844422426
2267,2.1351410477562833,0.86,0.8,0.05,2.48647486052439,0.94,0.933333333333333,3.1459395729955
2272,0.26003716661416854,0.68,0.533333333333333,0.1,1.36520329945173,0.94,0.966666666666667,3.11546620136051
2273,1.0970445653961962,0.72,0.566666666666667,0.05,1.81274763173958,0.86,0.8,2.48647486052439
2277,1.1318976438657262,0.8,0.666666666666667,0,2.48447620992728,0.96,0.933333333333333,3.55483485667585
2280,-0.08646238230563452,0.62,0.466666666666667,0.15,0.952781655586661,0.92,0.966666666666667,2.8703480253097
2286,0.36002473958541004,0.66,0.533333333333333,0.15,1.12008512340092,0.9,0.933333333333333,2.53751933553781
2292,0,0.64,0.5,0.15,1.03643338949379,0.94,1,3.09018230012561
2295,1.230282209191947,0.74,0.633333333333333,0.1,1.6222463926324,0.88,0.866666666666667,2.39232318218139
2296,-0.36002473958541004,0.54,0.4,0.25,0.421142647060282,0.86,0.933333333333333,2.17557569624011
2299,-1.0488010254160811,0.42,0.3,0.4,-0.271053409572241,0.84,1,2.30709601376762
2300,-0.26003716661416854,0.48,0.433333333333333,0.45,-0.0422326579330313,0.8,0.966666666666667,1.95957598267099
2302,1.6344736440588,0.82,0.766666666666667,0.1,2.00946485642624,0.94,0.966666666666667,3.11546620136051
2304,2.0401524655724033,0.84,0.733333333333333,0,2.67667463384191,0.92,0.866666666666667,3.16452052726861
2306,1.2813337798382096,0.72,0.566666666666667,0.05,1.81274763173958,0.84,0.766666666666667,2.37276691783312
2307,-0.2794205977637242,0.6,0.4,0.1,1.0282044624088,0.9,0.9,2.5631031310892
2308,-0.36002473958541004,0.44,0.3,0.35,-0.139080046300473,0.68,0.7,0.909720979115608
2309,2.483733583686641,0.88,0.833333333333333,0.05,2.61227519305317,0.94,0.933333333333333,3.1459395729955
2310,-0.3880562848478525,0.32,0.366666666666667,0.75,-1.01518457728388,0.62,0.866666666666667,0.436281866440704
2311,-0.6617451434528384,0.42,0.333333333333333,0.45,-0.305065952440383,0.76,0.9,1.40721291239967
2313,2.4412806976946992,0.86,0.8,0.05,2.48647486052439,0.92,0.9,2.92640519249607
2314,1.0970445653961962,0.64,0.566666666666667,0.25,0.842383754984187,0.78,0.8,1.516110983769
2316,0.927415502914358,0.7,0.633333333333333,0.2,1.18231606066071,0.88,0.933333333333333,2.34270717961694
2319,-0.17928470215152503,0.62,0.433333333333333,0.1,1.1136575607565,0.92,0.933333333333333,2.78263751158863
2321,0.2794205977637242,0.56,0.5,0.35,0.385320466407568,0.8,0.9,1.66687203195217
2323,0.5867624642423868,0.66,0.533333333333333,0.15,1.12008512340092,0.86,0.866666666666667,2.14720500613058
2326,2.9304675853710447,0.92,0.866666666666667,0,3.16452052726861,0.96,0.933333333333333,3.55483485667585
2328,-1.1903570666665555,0.34,0.266666666666667,0.55,-0.748587070065162,0.76,0.966666666666667,1.70825328896084
2330,0.7986461346991024,0.76,0.633333333333333,0.05,1.98554845403927,0.96,0.966666666666667,3.47876826276739
2334,1.889339182788952,0.88,0.8,0,2.89537014420474,0.98,0.966666666666667,3.88766354644774
2336,0.5867624642423868,0.64,0.533333333333333,0.2,0.925272967480044,0.84,0.866666666666667,1.9523928502097
2338,-1.1656830145424324,0.36,0.233333333333333,0.45,-0.60225194402657,0.72,0.833333333333333,1.09308291295678
3001,-0.7169175865023875,0.44,0.3,0.35,-0.139080046300473,0.76,0.833333333333333,1.35274203250927
3002,0.1320236247516813,0.44,0.333333333333333,0.4,-0.177380196159658,0.62,0.633333333333333,0.594041930223595
3003,1.2813337798382096,0.7,0.566666666666667,0.1,1.44944557033271,0.82,0.766666666666667,2.00946485642624
3005,1.0488010254160811,0.76,0.7,0.15,1.56083390220183,0.94,1,3.09018230012561
3008,0,0.64,0.433333333333333,0.05,1.47695962216337,0.9,0.866666666666667,2.75562524358826
3010,-0.08646238230563452,0.52,0.466666666666667,0.4,0.169695369228671,0.82,0.966666666666667,2.08726173895171
3014,0.7169175865023875,0.66,0.533333333333333,0.15,1.12008512340092,0.84,0.833333333333333,2.00385495559549
3021,1.1656830145424324,0.58,0.6,0.45,0.379008449990874,0.72,0.833333333333333,1.09308291295678
3022,0.8614545985909148,0.62,0.533333333333333,0.25,0.758141484103211,0.78,0.8,1.516110983769
3023,0.1320236247516813,0.5,0.333333333333333,0.25,0.243762450900624,0.68,0.633333333333333,1.01518457728388
3024,1.0701656301726443,0.78,0.633333333333333,0,2.39444373771962,0.94,0.9,3.33530047617642
3029,0.26003716661416854,0.7,0.533333333333333,0.05,1.7285053608586,0.96,0.966666666666667,3.47876826276739
3030,-0.9353975982290164,0.48,0.266666666666667,0.2,0.218695510362827,0.82,0.833333333333333,1.80904279967462
3031,-1.1656830145424324,0.34,0.233333333333333,0.5,-0.727913290881644,0.7,0.833333333333333,0.967421566101701
3032,-0.3880562848478525,0.6,0.366666666666667,0.05,1.30415879986368,0.9,0.866666666666667,2.75562524358826
3040,0.36002473958541004,0.68,0.533333333333333,0.1,1.36520329945173,0.92,0.933333333333333,2.78263751158863
3041,0.7322127136011394,0.66,0.6,0.25,0.927836853331882,0.86,0.933333333333333,2.17557569624011
3043,0.9353975982290164,0.66,0.566666666666667,0.2,1.00951523836102,0.82,0.833333333333333,1.80904279967462
3044,0.26003716661416854,0.72,0.533333333333333,0,2.13740064453895,0.98,0.966666666666667,3.88766354644774
3051,-0.3357880095762108,0.56,0.433333333333333,0.25,0.506595745407976,0.9,1,2.7282386608279
3054,-0.30193843099355466,0.56,0.366666666666667,0.15,0.695738562405994,0.84,0.833333333333333,2.00385495559549
3058,-0.3284215541586618,0.34,0.333333333333333,0.65,-0.816047765703025,0.6,0.766666666666667,0.342592824474077
3060,0.19311723057927815,0.68,0.466666666666667,0,1.97009717672469,0.92,0.866666666666667,3.16452052726861
3062,-0.10030716692946733,0.62,0.4,0.05,1.39150652381567,0.88,0.833333333333333,2.61227519305317
3064,0.6145851424023117,0.66,0.6,0.25,0.927836853331882,0.88,0.966666666666667,2.508404386012
3067,-0.2794205977637242,0.4,0.4,0.6,-0.5066942062716,0.7,0.9,1.0282044624088
3070,0,0.52,0.366666666666667,0.25,0.333794923108286,0.74,0.733333333333333,1.29741547340617
3072,0.6813896541755908,0.68,0.633333333333333,0.25,1.01518457728388,0.9,1,2.7282386608279
3074,-0.30193843099355466,0.48,0.366666666666667,0.35,0.0446256393197722,0.76,0.833333333333333,1.35274203250927
3075,1.5832772154867492,0.82,0.733333333333333,0.05,2.26777935016156,0.94,0.933333333333333,3.1459395729955
3080,1.412605125680175,0.74,0.633333333333333,0.1,1.6222463926324,0.86,0.833333333333333,2.2489731316463
3086,1.738847546577772,0.68,0.7,0.35,0.909720979115608,0.78,0.866666666666667,1.49609208304435
3087,3.667829271631829,0.98,0.966666666666667,0,3.88766354644774,1,1,4.10749782126365
3088,1.4957171895266042,0.68,0.566666666666667,0.15,1.2043273942819,0.78,0.733333333333333,1.65935911270388
3090,0.4684383878292392,0.52,0.533333333333333,0.5,0.0836517339071291,0.74,0.9,1.2815515655446
3096,0.7823925163789435,0.6,0.5,0.25,0.674489750196082,0.76,0.766666666666667,1.40240304107773
3097,-0.30193843099355466,0.42,0.366666666666667,0.5,-0.340694827087796,0.7,0.833333333333333,0.967421566101701
3098,-1.0827901702581757,0.44,0.166666666666667,0.15,0.0690118233920882,0.68,0.566666666666667,1.2043273942819
3102,1.3489795003921634,0.7,0.7,0.3,1.04880102541608,0.84,0.933333333333333,2.02548645875207
3103,0.2794205977637242,0.6,0.5,0.25,0.674489750196082,0.84,0.9,1.95604131574068
3104,0,0.6,0.433333333333333,0.15,0.868539384705684,0.86,0.866666666666667,2.14720500613058
3107,-0.1320236247516813,0.52,0.3,0.15,0.512032876785749,0.72,0.633333333333333,1.37712821658159
3115,-0.2794205977637242,0.46,0.266666666666667,0.25,0.051564026985994,0.66,0.6,0.927836853331882
3116,0.19311723057927815,0.52,0.466666666666667,0.4,0.169695369228671,0.76,0.866666666666667,1.36411871977259
3130,1.8776286337538068,0.7,0.633333333333333,0.2,1.18231606066071,0.78,0.766666666666667,1.56953452445456
3137,-1.4726318347522591,0.26,0.2,0.65,-1.22694169998048,0.66,0.866666666666667,0.725451150229218
3139,0.4684383878292392,0.62,0.533333333333333,0.25,0.758141484103211,0.84,0.9,1.95604131574068
3140,-1.1318976438657262,0.44,0.2,0.2,1.11022302462516e-16,0.74,0.7,1.36602174628096
3142,1.889339182788952,0.76,0.8,0.3,1.36602174628096,0.86,0.966666666666667,2.35831514852396
3144,0.8614545985909148,0.58,0.6,0.45,0.379008449990874,0.76,0.9,1.40721291239967
3150,1.6344736440588,0.74,0.766666666666667,0.3,1.25231380358969,0.86,0.966666666666667,2.35831514852396
3151,1.5832772154867492,0.74,0.733333333333333,0.25,1.29741547340617,0.86,0.933333333333333,2.17557569624011
3153,-1.1656830145424324,0.2,0.233333333333333,0.85,-1.76434668037543,0.56,0.833333333333333,-0.0690118233920882
3156,0.5518421262159199,0.6,0.466666666666667,0.2,0.757969499665785,0.78,0.766666666666667,1.56953452445456
3157,1.1318976438657262,0.8,0.666666666666667,0,2.48447620992728,0.96,0.933333333333333,3.55483485667585
3158,2.483733583686641,0.82,0.833333333333333,0.2,1.80904279967462,0.88,0.933333333333333,2.34270717961694
3163,1.1903570666665555,0.8,0.7,0.05,2.16925413965951,0.96,0.966666666666667,3.47876826276739
3164,0.10030716692946733,0.56,0.433333333333333,0.25,0.506595745407976,0.8,0.833333333333333,1.64191131629778
3176,0.26003716661416854,0.64,0.533333333333333,0.2,0.925272967480044,0.9,0.966666666666667,2.67553586938883
3178,0.7322127136011394,0.66,0.6,0.25,0.927836853331882,0.86,0.933333333333333,2.17557569624011
3180,2.9670797188025935,0.84,0.9,0.25,1.95604131574068,0.88,0.966666666666667,2.508404386012
3185,-0.8614545985909148,0.28,0.266666666666667,0.7,-1.14732623591813,0.6,0.8,0.317220720864874
3186,0.8614545985909148,0.52,0.4,0.3,0.271053409572241,0.64,0.6,0.77774761584384
3187,0.8614545985909148,0.72,0.666666666666667,0.2,1.27234853286837,0.92,1,2.89537014420474
3188,-1.3489795003921634,0.22,0.233333333333333,0.8,-1.56953452445456,0.64,0.933333333333333,0.65946471247111
3190,-0.1090378296962021,0.4,0.366666666666667,0.55,-0.46635617394287,0.64,0.766666666666667,0.60225194402657
3191,1.4558265817632885,0.8,0.766666666666667,0.15,1.76434668037543,0.94,1,3.09018230012561
3197,-0.10030716692946733,0.6,0.4,0.1,1.0282044624088,0.86,0.833333333333333,2.2489731316463
3198,0.5066942062715996,0.64,0.5,0.15,1.03643338949379,0.84,0.833333333333333,2.00385495559549
3199,0.7169175865023875,0.54,0.533333333333333,0.45,0.209313080762203,0.72,0.833333333333333,1.09308291295678
3201,-0.5066942062715996,0.54,0.4,0.25,0.421142647060282,0.9,1,2.7282386608279
3207,-0.6720762807436461,0.42,0.233333333333333,0.3,-0.203512778173604,0.66,0.633333333333333,0.865095339795836
3217,1.4037451908439205,0.82,0.733333333333333,0.05,2.26777935016156,0.96,0.966666666666667,3.47876826276739
3218,0.11943419957064576,0.6,0.366666666666667,0.05,1.30415879986368,0.8,0.7,2.16925413965951
3220,2.088817589745192,0.86,0.766666666666667,0,2.78166220151347,0.94,0.9,3.33530047617642
3221,0.19311723057927815,0.68,0.466666666666667,0,1.97009717672469,0.92,0.866666666666667,3.16452052726861
3234,1.8416459527367572,0.8,0.766666666666667,0.15,1.76434668037543,0.9,0.933333333333333,2.53751933553781
3255,-0.2794205977637242,0.36,0.4,0.7,-0.77774761584384,0.66,0.9,0.75715105283656
3256,0.30193843099355466,0.58,0.466666666666667,0.25,0.590838016288953,0.8,0.833333333333333,1.64191131629778
3257,2.4412806976946992,0.86,0.8,0.05,2.48647486052439,0.92,0.9,2.92640519249607
3263,-0.08646238230563452,0.5,0.466666666666667,0.45,0.0420096129479451,0.8,0.966666666666667,1.95957598267099
3266,0.19311723057927815,0.54,0.466666666666667,0.35,0.301668732500439,0.78,0.866666666666667,1.49609208304435
3267,0.6617451434528384,0.64,0.566666666666667,0.25,0.842383754984187,0.84,0.9,1.95604131574068
3272,0.5437600107985215,0.68,0.566666666666667,0.15,1.2043273942819,0.9,0.933333333333333,2.53751933553781
3277,0.5437600107985215,0.58,0.566666666666667,0.4,0.421241107923905,0.8,0.933333333333333,1.75443304917982
3281,1.738847546577772,0.76,0.7,0.15,1.56083390220183,0.86,0.866666666666667,2.14720500613058
3283,0.6145851424023117,0.66,0.6,0.25,0.927836853331882,0.88,0.966666666666667,2.508404386012
3287,2.9304675853710447,0.92,0.866666666666667,0,3.16452052726861,0.96,0.933333333333333,3.55483485667585
3293,2.4412806976946992,0.86,0.8,0.05,2.48647486052439,0.92,0.9,2.92640519249607
3294,0.08646238230563452,0.62,0.5,0.2,0.841621233572914,0.9,0.966666666666667,2.67553586938883
3296,0.2794205977637242,0.54,0.333333333333333,0.15,0.605706090198332,0.7,0.6,1.28978049262959
3302,0.927415502914358,0.76,0.633333333333333,0.05,1.98554845403927,0.94,0.933333333333333,3.1459395729955
3304,0.09287144954105413,0.6,0.466666666666667,0.2,0.757969499665785,0.86,0.9,2.12317279911752
3306,1.9348431322034028,0.86,0.833333333333333,0.1,2.2489731316463,0.96,1,3.33530047617642
3307,1.1318976438657262,0.74,0.666666666666667,0.15,1.46716068878925,0.9,0.933333333333333,2.53751933553781
3308,-0.5644322941250163,0.44,0.233333333333333,0.25,-0.0534235406855625,0.66,0.6,0.927836853331882
3315,0.9353975982290164,0.56,0.566666666666667,0.45,0.29355535164318,0.72,0.833333333333333,1.09308291295678
3316,0.5066942062715996,0.5,0.5,0.5,0,0.7,0.833333333333333,0.967421566101701
3330,2.396759404613849,0.76,0.766666666666667,0.25,1.40240304107773,0.82,0.866666666666667,1.78526136683287
3335,0,0.62,0.466666666666667,0.15,0.952781655586661,0.9,0.933333333333333,2.53751933553781
3336,-0.30193843099355466,0.58,0.366666666666667,0.1,0.940856738456805,0.86,0.833333333333333,2.2489731316463
3344,0.08646238230563452,0.5,0.5,0.5,0,0.78,0.966666666666667,1.83391463581591
3350,0.7823925163789435,0.68,0.5,0.05,1.64485362695147,0.84,0.766666666666667,2.37276691783312
3354,-1.9348431322034028,0.2,0.133333333333333,0.7,-1.63517212934483,0.6,0.8,0.317220720864874
3360,-0.9353975982290164,0.52,0.266666666666667,0.1,0.658625842334513,0.86,0.833333333333333,2.2489731316463
3362,-0.31462136922034134,0.4,0.233333333333333,0.35,-0.342592824474077,0.58,0.533333333333333,0.468972200314697
3367,0.4208567884958495,0.62,0.466666666666667,0.15,0.952781655586661,0.82,0.8,1.8780546230667
3368,-0.6975113910340894,0.38,0.266666666666667,0.45,-0.497264376355014,0.66,0.733333333333333,0.748587070065162
3371,0.1320236247516813,0.52,0.333333333333333,0.2,0.410893934277457,0.7,0.633333333333333,1.18231606066071
3376,2.396759404613849,0.78,0.766666666666667,0.2,1.56953452445456,0.84,0.866666666666667,1.9523928502097
3377,-0.7322127136011394,0.52,0.333333333333333,0.2,0.410893934277457,0.88,0.933333333333333,2.34270717961694
